Year	ZIP code	Age Group	Number of Visits	County
2012	94501	All Ages	309	Alameda
2012	94502	All Ages	27	Alameda
2012	94536	All Ages	314	Alameda
2012	94538	All Ages	368	Alameda
2012	94539	All Ages	89	Alameda
2012	94541	All Ages	655	Alameda
2012	94542	All Ages	64	Alameda
2012	94544	All Ages	610	Alameda
2012	94545	All Ages	278	Alameda
2012	94546	All Ages	253	Alameda
2012	94550	All Ages	138	Alameda
2012	94551	All Ages	103	Alameda
2012	94552	All Ages	20	Alameda
2012	94555	All Ages	142	Alameda
2012	94560	All Ages	245	Alameda
2012	94566	All Ages	105	Alameda
2012	94568	All Ages	139	Alameda
2012	94577	All Ages	289	Alameda
2012	94578	All Ages	334	Alameda
2012	94579	All Ages	120	Alameda
2012	94580	All Ages	150	Alameda
2012	94587	All Ages	460	Alameda
2012	94601	All Ages	481	Alameda
2012	94602	All Ages	180	Alameda
2012	94603	All Ages	508	Alameda
2012	94605	All Ages	529	Alameda
2012	94606	All Ages	276	Alameda
2012	94607	All Ages	329	Alameda
2012	94608	All Ages	481	Alameda
2012	94609	All Ages	207	Alameda
2012	94610	All Ages	163	Alameda
2012	94611	All Ages	87	Alameda
2012	94612	All Ages	123	Alameda
2012	94618	All Ages	43	Alameda
2012	94619	All Ages	161	Alameda
2012	94621	All Ages	469	Alameda
2012	94702	All Ages	120	Alameda
2012	94703	All Ages	140	Alameda
2012	94704	All Ages	39	Alameda
2012	94705	All Ages	44	Alameda
2012	94706	All Ages	51	Alameda
2012	94707	All Ages	28	Alameda
2012	94709	All Ages	18	Alameda
2012	94710	All Ages	56	Alameda
2012	94588	All Ages	93	Alameda
2012	94708	All Ages	13	Alameda
2013	94501	All Ages	293	Alameda
2013	94502	All Ages	23	Alameda
2013	94536	All Ages	305	Alameda
2013	94538	All Ages	319	Alameda
2013	94539	All Ages	62	Alameda
2013	94541	All Ages	608	Alameda
2013	94542	All Ages	56	Alameda
2013	94544	All Ages	607	Alameda
2013	94545	All Ages	288	Alameda
2013	94546	All Ages	243	Alameda
2013	94550	All Ages	129	Alameda
2013	94551	All Ages	104	Alameda
2013	94552	All Ages	27	Alameda
2013	94555	All Ages	109	Alameda
2013	94560	All Ages	287	Alameda
2013	94566	All Ages	96	Alameda
2013	94568	All Ages	129	Alameda
2013	94577	All Ages	322	Alameda
2013	94578	All Ages	369	Alameda
2013	94579	All Ages	102	Alameda
2013	94580	All Ages	191	Alameda
2013	94587	All Ages	437	Alameda
2013	94601	All Ages	519	Alameda
2013	94602	All Ages	208	Alameda
2013	94603	All Ages	560	Alameda
2013	94605	All Ages	595	Alameda
2013	94606	All Ages	331	Alameda
2013	94607	All Ages	382	Alameda
2013	94608	All Ages	318	Alameda
2013	94609	All Ages	196	Alameda
2013	94610	All Ages	100	Alameda
2013	94611	All Ages	86	Alameda
2013	94612	All Ages	166	Alameda
2013	94618	All Ages	30	Alameda
2013	94619	All Ages	187	Alameda
2013	94621	All Ages	533	Alameda
2013	94702	All Ages	115	Alameda
2013	94703	All Ages	166	Alameda
2013	94704	All Ages	43	Alameda
2013	94705	All Ages	36	Alameda
2013	94706	All Ages	52	Alameda
2013	94707	All Ages	27	Alameda
2013	94709	All Ages	17	Alameda
2013	94710	All Ages	53	Alameda
2013	94588	All Ages	72	Alameda
2013	94708	All Ages	17	Alameda
2014	94501	All Ages	299	Alameda
2014	94502	All Ages	31	Alameda
2014	94536	All Ages	321	Alameda
2014	94538	All Ages	285	Alameda
2014	94539	All Ages	83	Alameda
2014	94541	All Ages	608	Alameda
2014	94542	All Ages	62	Alameda
2014	94544	All Ages	631	Alameda
2014	94545	All Ages	299	Alameda
2014	94546	All Ages	240	Alameda
2014	94550	All Ages	112	Alameda
2014	94551	All Ages	83	Alameda
2014	94552	All Ages	29	Alameda
2014	94555	All Ages	141	Alameda
2014	94560	All Ages	260	Alameda
2014	94566	All Ages	76	Alameda
2014	94568	All Ages	118	Alameda
2014	94577	All Ages	336	Alameda
2014	94578	All Ages	332	Alameda
2014	94579	All Ages	125	Alameda
2014	94580	All Ages	242	Alameda
2014	94587	All Ages	406	Alameda
2014	94601	All Ages	556	Alameda
2014	94602	All Ages	163	Alameda
2014	94603	All Ages	563	Alameda
2014	94605	All Ages	581	Alameda
2014	94606	All Ages	317	Alameda
2014	94607	All Ages	367	Alameda
2014	94608	All Ages	308	Alameda
2014	94609	All Ages	185	Alameda
2014	94610	All Ages	124	Alameda
2014	94611	All Ages	102	Alameda
2014	94612	All Ages	184	Alameda
2014	94618	All Ages	20	Alameda
2014	94619	All Ages	159	Alameda
2014	94621	All Ages	564	Alameda
2014	94702	All Ages	93	Alameda
2014	94703	All Ages	145	Alameda
2014	94704	All Ages	60	Alameda
2014	94705	All Ages	27	Alameda
2014	94706	All Ages	64	Alameda
2014	94707	All Ages	20	Alameda
2014	94709	All Ages	21	Alameda
2014	94710	All Ages	64	Alameda
2014	94588	All Ages	61	Alameda
2014	94708	All Ages	14	Alameda
2015	94501	All Ages	318	Alameda
2015	94502	All Ages	33	Alameda
2015	94536	All Ages	280	Alameda
2015	94538	All Ages	304	Alameda
2015	94539	All Ages	94	Alameda
2015	94541	All Ages	555	Alameda
2015	94542	All Ages	62	Alameda
2015	94544	All Ages	746	Alameda
2015	94545	All Ages	261	Alameda
2015	94546	All Ages	212	Alameda
2015	94550	All Ages	127	Alameda
2015	94551	All Ages	86	Alameda
2015	94552	All Ages	24	Alameda
2015	94555	All Ages	142	Alameda
2015	94560	All Ages	268	Alameda
2015	94566	All Ages	84	Alameda
2015	94568	All Ages	147	Alameda
2015	94577	All Ages	327	Alameda
2015	94578	All Ages	317	Alameda
2015	94579	All Ages	122	Alameda
2015	94580	All Ages	189	Alameda
2015	94587	All Ages	365	Alameda
2015	94601	All Ages	615	Alameda
2015	94602	All Ages	179	Alameda
2015	94603	All Ages	611	Alameda
2015	94605	All Ages	643	Alameda
2015	94606	All Ages	307	Alameda
2015	94607	All Ages	323	Alameda
2015	94608	All Ages	332	Alameda
2015	94609	All Ages	189	Alameda
2015	94610	All Ages	100	Alameda
2015	94611	All Ages	115	Alameda
2015	94612	All Ages	148	Alameda
2015	94618	All Ages	15	Alameda
2015	94619	All Ages	174	Alameda
2015	94621	All Ages	540	Alameda
2015	94702	All Ages	116	Alameda
2015	94703	All Ages	131	Alameda
2015	94704	All Ages	37	Alameda
2015	94705	All Ages	28	Alameda
2015	94706	All Ages	41	Alameda
2015	94707	All Ages	27	Alameda
2015	94709	All Ages	23	Alameda
2015	94710	All Ages	49	Alameda
2016	94501	All Ages	306	Alameda
2016	94502	All Ages	34	Alameda
2016	94536	All Ages	229	Alameda
2016	94538	All Ages	233	Alameda
2016	94539	All Ages	104	Alameda
2016	94541	All Ages	467	Alameda
2016	94542	All Ages	45	Alameda
2016	94544	All Ages	653	Alameda
2016	94545	All Ages	236	Alameda
2016	94546	All Ages	210	Alameda
2016	94550	All Ages	97	Alameda
2016	94551	All Ages	90	Alameda
2016	94552	All Ages	23	Alameda
2016	94555	All Ages	91	Alameda
2016	94560	All Ages	224	Alameda
2016	94566	All Ages	95	Alameda
2016	94568	All Ages	131	Alameda
2016	94577	All Ages	261	Alameda
2016	94578	All Ages	324	Alameda
2016	94579	All Ages	117	Alameda
2016	94580	All Ages	189	Alameda
2016	94587	All Ages	324	Alameda
2016	94601	All Ages	570	Alameda
2016	94602	All Ages	165	Alameda
2016	94603	All Ages	619	Alameda
2016	94605	All Ages	598	Alameda
2016	94606	All Ages	304	Alameda
2016	94607	All Ages	317	Alameda
2016	94608	All Ages	242	Alameda
2016	94609	All Ages	173	Alameda
2016	94610	All Ages	103	Alameda
2016	94611	All Ages	80	Alameda
2016	94612	All Ages	143	Alameda
2016	94618	All Ages	27	Alameda
2016	94619	All Ages	141	Alameda
2016	94621	All Ages	602	Alameda
2016	94702	All Ages	91	Alameda
2016	94703	All Ages	101	Alameda
2016	94704	All Ages	35	Alameda
2016	94705	All Ages	39	Alameda
2016	94706	All Ages	52	Alameda
2016	94707	All Ages	21	Alameda
2016	94709	All Ages	19	Alameda
2016	94710	All Ages	42	Alameda
2016	94588	All Ages	54	Alameda
2016	94708	All Ages	15	Alameda
2012	95640	All Ages	53	Amador
2012	95642	All Ages	94	Amador
2012	95665	All Ages	28	Amador
2012	95666	All Ages	37	Amador
2012	95685	All Ages	30	Amador
2012	95669	All Ages	16	Amador
2013	95640	All Ages	47	Amador
2013	95642	All Ages	86	Amador
2013	95665	All Ages	23	Amador
2013	95666	All Ages	37	Amador
2013	95685	All Ages	31	Amador
2013	95669	All Ages	16	Amador
2014	95640	All Ages	50	Amador
2014	95642	All Ages	65	Amador
2014	95665	All Ages	30	Amador
2014	95666	All Ages	26	Amador
2014	95685	All Ages	20	Amador
2014	95669	All Ages	18	Amador
2015	95640	All Ages	35	Amador
2015	95642	All Ages	60	Amador
2015	95665	All Ages	24	Amador
2015	95666	All Ages	25	Amador
2015	95685	All Ages	30	Amador
2016	95640	All Ages	39	Amador
2016	95642	All Ages	66	Amador
2016	95665	All Ages	16	Amador
2016	95666	All Ages	22	Amador
2016	95685	All Ages	22	Amador
2016	95669	All Ages	15	Amador
2012	95917	All Ages	14	Butte
2012	95926	All Ages	144	Butte
2012	95928	All Ages	121	Butte
2012	95948	All Ages	52	Butte
2012	95954	All Ages	61	Butte
2012	95965	All Ages	141	Butte
2012	95966	All Ages	186	Butte
2012	95969	All Ages	118	Butte
2012	95973	All Ages	66	Butte
2012	95968	All Ages	13	Butte
2013	95917	All Ages	14	Butte
2013	95926	All Ages	147	Butte
2013	95928	All Ages	130	Butte
2013	95948	All Ages	56	Butte
2013	95954	All Ages	74	Butte
2013	95965	All Ages	113	Butte
2013	95966	All Ages	175	Butte
2013	95969	All Ages	98	Butte
2013	95973	All Ages	113	Butte
2014	95917	All Ages	12	Butte
2014	95926	All Ages	169	Butte
2014	95928	All Ages	134	Butte
2014	95948	All Ages	65	Butte
2014	95954	All Ages	41	Butte
2014	95965	All Ages	134	Butte
2014	95966	All Ages	175	Butte
2014	95969	All Ages	111	Butte
2014	95973	All Ages	90	Butte
2015	95917	All Ages	23	Butte
2015	95926	All Ages	180	Butte
2015	95928	All Ages	134	Butte
2015	95948	All Ages	77	Butte
2015	95954	All Ages	55	Butte
2015	95965	All Ages	111	Butte
2015	95966	All Ages	163	Butte
2015	95969	All Ages	111	Butte
2015	95973	All Ages	142	Butte
2015	95938	All Ages	12	Butte
2016	95917	All Ages	12	Butte
2016	95926	All Ages	140	Butte
2016	95928	All Ages	118	Butte
2016	95948	All Ages	43	Butte
2016	95954	All Ages	33	Butte
2016	95965	All Ages	95	Butte
2016	95966	All Ages	117	Butte
2016	95969	All Ages	91	Butte
2016	95973	All Ages	99	Butte
2012	95249	All Ages	28	Calaveras
2012	95252	All Ages	57	Calaveras
2012	95228	All Ages	19	Calaveras
2013	95249	All Ages	41	Calaveras
2013	95252	All Ages	82	Calaveras
2013	95222	All Ages	12	Calaveras
2013	95228	All Ages	17	Calaveras
2014	95249	All Ages	37	Calaveras
2014	95252	All Ages	73	Calaveras
2014	95222	All Ages	17	Calaveras
2014	95228	All Ages	15	Calaveras
2014	95255	All Ages	18	Calaveras
2015	95249	All Ages	35	Calaveras
2015	95252	All Ages	61	Calaveras
2015	95223	All Ages	14	Calaveras
2016	95249	All Ages	34	Calaveras
2016	95252	All Ages	55	Calaveras
2016	95228	All Ages	16	Calaveras
2012	95912	All Ages	13	Colusa
2012	95932	All Ages	39	Colusa
2012	95987	All Ages	16	Colusa
2013	95932	All Ages	37	Colusa
2013	95987	All Ages	20	Colusa
2014	95912	All Ages	13	Colusa
2014	95932	All Ages	48	Colusa
2014	95987	All Ages	19	Colusa
2015	95912	All Ages	16	Colusa
2015	95932	All Ages	39	Colusa
2015	95987	All Ages	33	Colusa
2016	95912	All Ages	13	Colusa
2016	95932	All Ages	22	Colusa
2016	95987	All Ages	19	Colusa
2012	94505	All Ages	54	Contra Costa
2012	94506	All Ages	43	Contra Costa
2012	94507	All Ages	35	Contra Costa
2012	94509	All Ages	976	Contra Costa
2012	94511	All Ages	12	Contra Costa
2012	94513	All Ages	305	Contra Costa
2012	94517	All Ages	35	Contra Costa
2012	94518	All Ages	136	Contra Costa
2012	94519	All Ages	123	Contra Costa
2012	94520	All Ages	421	Contra Costa
2012	94521	All Ages	181	Contra Costa
2012	94523	All Ages	101	Contra Costa
2012	94526	All Ages	79	Contra Costa
2012	94530	All Ages	76	Contra Costa
2012	94531	All Ages	416	Contra Costa
2012	94547	All Ages	114	Contra Costa
2012	94549	All Ages	47	Contra Costa
2012	94553	All Ages	276	Contra Costa
2012	94556	All Ages	17	Contra Costa
2012	94561	All Ages	311	Contra Costa
2012	94563	All Ages	26	Contra Costa
2012	94564	All Ages	106	Contra Costa
2012	94565	All Ages	1088	Contra Costa
2012	94572	All Ages	116	Contra Costa
2012	94582	All Ages	105	Contra Costa
2012	94583	All Ages	122	Contra Costa
2012	94595	All Ages	67	Contra Costa
2012	94596	All Ages	61	Contra Costa
2012	94597	All Ages	63	Contra Costa
2012	94598	All Ages	54	Contra Costa
2012	94801	All Ages	681	Contra Costa
2012	94803	All Ages	159	Contra Costa
2012	94804	All Ages	676	Contra Costa
2012	94805	All Ages	97	Contra Costa
2012	94806	All Ages	682	Contra Costa
2012	94525	All Ages	12	Contra Costa
2013	94505	All Ages	63	Contra Costa
2013	94506	All Ages	34	Contra Costa
2013	94507	All Ages	18	Contra Costa
2013	94509	All Ages	885	Contra Costa
2013	94511	All Ages	17	Contra Costa
2013	94513	All Ages	236	Contra Costa
2013	94517	All Ages	24	Contra Costa
2013	94518	All Ages	101	Contra Costa
2013	94519	All Ages	97	Contra Costa
2013	94520	All Ages	384	Contra Costa
2013	94521	All Ages	184	Contra Costa
2013	94523	All Ages	120	Contra Costa
2013	94526	All Ages	69	Contra Costa
2013	94530	All Ages	90	Contra Costa
2013	94531	All Ages	371	Contra Costa
2013	94547	All Ages	114	Contra Costa
2013	94549	All Ages	49	Contra Costa
2013	94553	All Ages	274	Contra Costa
2013	94556	All Ages	16	Contra Costa
2013	94561	All Ages	248	Contra Costa
2013	94563	All Ages	27	Contra Costa
2013	94564	All Ages	74	Contra Costa
2013	94565	All Ages	1067	Contra Costa
2013	94572	All Ages	93	Contra Costa
2013	94582	All Ages	104	Contra Costa
2013	94583	All Ages	111	Contra Costa
2013	94595	All Ages	42	Contra Costa
2013	94596	All Ages	71	Contra Costa
2013	94597	All Ages	55	Contra Costa
2013	94598	All Ages	55	Contra Costa
2013	94801	All Ages	482	Contra Costa
2013	94803	All Ages	142	Contra Costa
2013	94804	All Ages	528	Contra Costa
2013	94805	All Ages	79	Contra Costa
2013	94806	All Ages	546	Contra Costa
2013	94525	All Ages	16	Contra Costa
2014	94505	All Ages	46	Contra Costa
2014	94506	All Ages	42	Contra Costa
2014	94507	All Ages	19	Contra Costa
2014	94509	All Ages	869	Contra Costa
2014	94511	All Ages	13	Contra Costa
2014	94513	All Ages	250	Contra Costa
2014	94517	All Ages	31	Contra Costa
2014	94518	All Ages	126	Contra Costa
2014	94519	All Ages	117	Contra Costa
2014	94520	All Ages	359	Contra Costa
2014	94521	All Ages	188	Contra Costa
2014	94523	All Ages	109	Contra Costa
2014	94526	All Ages	44	Contra Costa
2014	94530	All Ages	71	Contra Costa
2014	94531	All Ages	335	Contra Costa
2014	94547	All Ages	113	Contra Costa
2014	94549	All Ages	58	Contra Costa
2014	94553	All Ages	265	Contra Costa
2014	94556	All Ages	21	Contra Costa
2014	94561	All Ages	244	Contra Costa
2014	94563	All Ages	30	Contra Costa
2014	94564	All Ages	71	Contra Costa
2014	94565	All Ages	1000	Contra Costa
2014	94572	All Ages	85	Contra Costa
2014	94582	All Ages	83	Contra Costa
2014	94583	All Ages	70	Contra Costa
2014	94595	All Ages	46	Contra Costa
2014	94596	All Ages	46	Contra Costa
2014	94597	All Ages	59	Contra Costa
2014	94598	All Ages	52	Contra Costa
2014	94801	All Ages	520	Contra Costa
2014	94803	All Ages	167	Contra Costa
2014	94804	All Ages	547	Contra Costa
2014	94805	All Ages	95	Contra Costa
2014	94806	All Ages	546	Contra Costa
2014	94525	All Ages	13	Contra Costa
2015	94505	All Ages	39	Contra Costa
2015	94506	All Ages	34	Contra Costa
2015	94507	All Ages	24	Contra Costa
2015	94509	All Ages	969	Contra Costa
2015	94511	All Ages	22	Contra Costa
2015	94513	All Ages	288	Contra Costa
2015	94517	All Ages	46	Contra Costa
2015	94518	All Ages	101	Contra Costa
2015	94519	All Ages	103	Contra Costa
2015	94520	All Ages	384	Contra Costa
2015	94521	All Ages	165	Contra Costa
2015	94523	All Ages	90	Contra Costa
2015	94526	All Ages	67	Contra Costa
2015	94530	All Ages	64	Contra Costa
2015	94531	All Ages	362	Contra Costa
2015	94547	All Ages	102	Contra Costa
2015	94549	All Ages	69	Contra Costa
2015	94553	All Ages	206	Contra Costa
2015	94556	All Ages	14	Contra Costa
2015	94561	All Ages	254	Contra Costa
2015	94563	All Ages	16	Contra Costa
2015	94564	All Ages	80	Contra Costa
2015	94565	All Ages	1045	Contra Costa
2015	94572	All Ages	69	Contra Costa
2015	94582	All Ages	85	Contra Costa
2015	94583	All Ages	93	Contra Costa
2015	94595	All Ages	41	Contra Costa
2015	94596	All Ages	59	Contra Costa
2015	94597	All Ages	46	Contra Costa
2015	94598	All Ages	53	Contra Costa
2015	94801	All Ages	446	Contra Costa
2015	94803	All Ages	137	Contra Costa
2015	94804	All Ages	555	Contra Costa
2015	94805	All Ages	88	Contra Costa
2015	94806	All Ages	576	Contra Costa
2016	94505	All Ages	39	Contra Costa
2016	94506	All Ages	29	Contra Costa
2016	94507	All Ages	21	Contra Costa
2016	94509	All Ages	796	Contra Costa
2016	94511	All Ages	23	Contra Costa
2016	94513	All Ages	251	Contra Costa
2016	94517	All Ages	33	Contra Costa
2016	94518	All Ages	86	Contra Costa
2016	94519	All Ages	85	Contra Costa
2016	94520	All Ages	306	Contra Costa
2016	94521	All Ages	161	Contra Costa
2016	94523	All Ages	90	Contra Costa
2016	94526	All Ages	47	Contra Costa
2016	94530	All Ages	66	Contra Costa
2016	94531	All Ages	351	Contra Costa
2016	94547	All Ages	102	Contra Costa
2016	94549	All Ages	42	Contra Costa
2016	94553	All Ages	209	Contra Costa
2016	94556	All Ages	19	Contra Costa
2016	94561	All Ages	247	Contra Costa
2016	94563	All Ages	18	Contra Costa
2016	94564	All Ages	71	Contra Costa
2016	94565	All Ages	895	Contra Costa
2016	94572	All Ages	56	Contra Costa
2016	94582	All Ages	78	Contra Costa
2016	94583	All Ages	62	Contra Costa
2016	94595	All Ages	20	Contra Costa
2016	94596	All Ages	43	Contra Costa
2016	94597	All Ages	58	Contra Costa
2016	94598	All Ages	45	Contra Costa
2016	94801	All Ages	404	Contra Costa
2016	94803	All Ages	130	Contra Costa
2016	94804	All Ages	493	Contra Costa
2016	94805	All Ages	87	Contra Costa
2016	94806	All Ages	521	Contra Costa
2016	94525	All Ages	13	Contra Costa
2012	95531	All Ages	118	Del Norte
2012	95567	All Ages	12	Del Norte
2013	95531	All Ages	126	Del Norte
2014	95531	All Ages	109	Del Norte
2015	95531	All Ages	129	Del Norte
2016	95531	All Ages	154	Del Norte
2016	95567	All Ages	12	Del Norte
2012	95623	All Ages	14	El Dorado
2012	95667	All Ages	151	El Dorado
2012	95682	All Ages	94	El Dorado
2012	95709	All Ages	19	El Dorado
2012	95726	All Ages	25	El Dorado
2012	95762	All Ages	75	El Dorado
2012	96150	All Ages	40	El Dorado
2012	95614	All Ages	14	El Dorado
2012	95619	All Ages	13	El Dorado
2012	95633	All Ages	13	El Dorado
2013	95623	All Ages	14	El Dorado
2013	95667	All Ages	157	El Dorado
2013	95682	All Ages	67	El Dorado
2013	95726	All Ages	43	El Dorado
2013	95762	All Ages	64	El Dorado
2013	96150	All Ages	60	El Dorado
2013	95619	All Ages	29	El Dorado
2014	95623	All Ages	15	El Dorado
2014	95667	All Ages	133	El Dorado
2014	95682	All Ages	92	El Dorado
2014	95726	All Ages	37	El Dorado
2014	95762	All Ages	79	El Dorado
2014	96150	All Ages	58	El Dorado
2014	95614	All Ages	16	El Dorado
2014	95619	All Ages	37	El Dorado
2014	95633	All Ages	12	El Dorado
2014	95634	All Ages	16	El Dorado
2014	95684	All Ages	12	El Dorado
2015	95623	All Ages	18	El Dorado
2015	95667	All Ages	140	El Dorado
2015	95682	All Ages	94	El Dorado
2015	95709	All Ages	13	El Dorado
2015	95726	All Ages	44	El Dorado
2015	95762	All Ages	57	El Dorado
2015	96150	All Ages	78	El Dorado
2016	95623	All Ages	14	El Dorado
2016	95667	All Ages	142	El Dorado
2016	95682	All Ages	75	El Dorado
2016	95709	All Ages	16	El Dorado
2016	95726	All Ages	36	El Dorado
2016	95762	All Ages	69	El Dorado
2016	96150	All Ages	77	El Dorado
2016	95619	All Ages	29	El Dorado
2012	93210	All Ages	99	Fresno
2012	93234	All Ages	27	Fresno
2012	93242	All Ages	17	Fresno
2012	93609	All Ages	50	Fresno
2012	93611	All Ages	185	Fresno
2012	93612	All Ages	316	Fresno
2012	93616	All Ages	18	Fresno
2012	93619	All Ages	61	Fresno
2012	93622	All Ages	63	Fresno
2012	93625	All Ages	65	Fresno
2012	93630	All Ages	109	Fresno
2012	93631	All Ages	88	Fresno
2012	93640	All Ages	80	Fresno
2012	93646	All Ages	84	Fresno
2012	93648	All Ages	132	Fresno
2012	93650	All Ages	63	Fresno
2012	93654	All Ages	165	Fresno
2012	93656	All Ages	31	Fresno
2012	93657	All Ages	220	Fresno
2012	93660	All Ages	21	Fresno
2012	93662	All Ages	263	Fresno
2012	93675	All Ages	15	Fresno
2012	93701	All Ages	191	Fresno
2012	93702	All Ages	539	Fresno
2012	93703	All Ages	345	Fresno
2012	93704	All Ages	191	Fresno
2012	93705	All Ages	403	Fresno
2012	93706	All Ages	556	Fresno
2012	93710	All Ages	246	Fresno
2012	93711	All Ages	145	Fresno
2012	93720	All Ages	151	Fresno
2012	93721	All Ages	37	Fresno
2012	93722	All Ages	635	Fresno
2012	93723	All Ages	29	Fresno
2012	93725	All Ages	187	Fresno
2012	93726	All Ages	424	Fresno
2012	93727	All Ages	557	Fresno
2012	93728	All Ages	230	Fresno
2012	93730	All Ages	25	Fresno
2012	93626	All Ages	16	Fresno
2013	93210	All Ages	93	Fresno
2013	93234	All Ages	42	Fresno
2013	93242	All Ages	18	Fresno
2013	93609	All Ages	43	Fresno
2013	93611	All Ages	199	Fresno
2013	93612	All Ages	275	Fresno
2013	93616	All Ages	14	Fresno
2013	93619	All Ages	79	Fresno
2013	93622	All Ages	64	Fresno
2013	93625	All Ages	59	Fresno
2013	93630	All Ages	86	Fresno
2013	93631	All Ages	94	Fresno
2013	93640	All Ages	69	Fresno
2013	93646	All Ages	69	Fresno
2013	93648	All Ages	154	Fresno
2013	93650	All Ages	68	Fresno
2013	93654	All Ages	170	Fresno
2013	93656	All Ages	44	Fresno
2013	93657	All Ages	192	Fresno
2013	93660	All Ages	24	Fresno
2013	93662	All Ages	259	Fresno
2013	93675	All Ages	17	Fresno
2013	93701	All Ages	197	Fresno
2013	93702	All Ages	526	Fresno
2013	93703	All Ages	425	Fresno
2013	93704	All Ages	224	Fresno
2013	93705	All Ages	447	Fresno
2013	93706	All Ages	529	Fresno
2013	93710	All Ages	210	Fresno
2013	93711	All Ages	136	Fresno
2013	93720	All Ages	155	Fresno
2013	93721	All Ages	45	Fresno
2013	93722	All Ages	680	Fresno
2013	93723	All Ages	46	Fresno
2013	93725	All Ages	208	Fresno
2013	93726	All Ages	425	Fresno
2013	93727	All Ages	465	Fresno
2013	93728	All Ages	188	Fresno
2013	93730	All Ages	27	Fresno
2013	93602	All Ages	20	Fresno
2013	93667	All Ages	19	Fresno
2014	93210	All Ages	101	Fresno
2014	93234	All Ages	40	Fresno
2014	93242	All Ages	22	Fresno
2014	93609	All Ages	55	Fresno
2014	93611	All Ages	195	Fresno
2014	93612	All Ages	299	Fresno
2014	93616	All Ages	20	Fresno
2014	93619	All Ages	82	Fresno
2014	93622	All Ages	60	Fresno
2014	93625	All Ages	52	Fresno
2014	93630	All Ages	117	Fresno
2014	93631	All Ages	106	Fresno
2014	93640	All Ages	83	Fresno
2014	93646	All Ages	74	Fresno
2014	93648	All Ages	169	Fresno
2014	93650	All Ages	49	Fresno
2014	93654	All Ages	221	Fresno
2014	93656	All Ages	40	Fresno
2014	93657	All Ages	235	Fresno
2014	93660	All Ages	20	Fresno
2014	93662	All Ages	387	Fresno
2014	93675	All Ages	12	Fresno
2014	93701	All Ages	185	Fresno
2014	93702	All Ages	505	Fresno
2014	93703	All Ages	449	Fresno
2014	93704	All Ages	216	Fresno
2014	93705	All Ages	503	Fresno
2014	93706	All Ages	531	Fresno
2014	93710	All Ages	239	Fresno
2014	93711	All Ages	160	Fresno
2014	93720	All Ages	161	Fresno
2014	93721	All Ages	42	Fresno
2014	93722	All Ages	646	Fresno
2014	93723	All Ages	46	Fresno
2014	93725	All Ages	265	Fresno
2014	93726	All Ages	402	Fresno
2014	93727	All Ages	527	Fresno
2014	93728	All Ages	168	Fresno
2014	93730	All Ages	27	Fresno
2014	93737	All Ages	13	Fresno
2015	93210	All Ages	98	Fresno
2015	93234	All Ages	36	Fresno
2015	93242	All Ages	23	Fresno
2015	93609	All Ages	42	Fresno
2015	93611	All Ages	167	Fresno
2015	93612	All Ages	306	Fresno
2015	93616	All Ages	12	Fresno
2015	93619	All Ages	75	Fresno
2015	93622	All Ages	80	Fresno
2015	93625	All Ages	75	Fresno
2015	93630	All Ages	98	Fresno
2015	93631	All Ages	98	Fresno
2015	93640	All Ages	112	Fresno
2015	93646	All Ages	91	Fresno
2015	93648	All Ages	216	Fresno
2015	93650	All Ages	65	Fresno
2015	93654	All Ages	231	Fresno
2015	93656	All Ages	31	Fresno
2015	93657	All Ages	258	Fresno
2015	93660	All Ages	20	Fresno
2015	93662	All Ages	339	Fresno
2015	93675	All Ages	17	Fresno
2015	93701	All Ages	188	Fresno
2015	93702	All Ages	509	Fresno
2015	93703	All Ages	458	Fresno
2015	93704	All Ages	235	Fresno
2015	93705	All Ages	464	Fresno
2015	93706	All Ages	559	Fresno
2015	93710	All Ages	243	Fresno
2015	93711	All Ages	149	Fresno
2015	93720	All Ages	210	Fresno
2015	93721	All Ages	40	Fresno
2015	93722	All Ages	696	Fresno
2015	93723	All Ages	67	Fresno
2015	93725	All Ages	257	Fresno
2015	93726	All Ages	461	Fresno
2015	93727	All Ages	564	Fresno
2015	93728	All Ages	186	Fresno
2015	93730	All Ages	19	Fresno
2015	93737	All Ages	22	Fresno
2016	93210	All Ages	86	Fresno
2016	93234	All Ages	46	Fresno
2016	93242	All Ages	17	Fresno
2016	93609	All Ages	37	Fresno
2016	93611	All Ages	143	Fresno
2016	93612	All Ages	269	Fresno
2016	93616	All Ages	27	Fresno
2016	93619	All Ages	73	Fresno
2016	93622	All Ages	69	Fresno
2016	93625	All Ages	52	Fresno
2016	93630	All Ages	94	Fresno
2016	93631	All Ages	87	Fresno
2016	93640	All Ages	114	Fresno
2016	93646	All Ages	82	Fresno
2016	93648	All Ages	192	Fresno
2016	93650	All Ages	48	Fresno
2016	93654	All Ages	155	Fresno
2016	93656	All Ages	45	Fresno
2016	93657	All Ages	234	Fresno
2016	93660	All Ages	15	Fresno
2016	93662	All Ages	304	Fresno
2016	93675	All Ages	23	Fresno
2016	93701	All Ages	177	Fresno
2016	93702	All Ages	468	Fresno
2016	93703	All Ages	390	Fresno
2016	93704	All Ages	160	Fresno
2016	93705	All Ages	408	Fresno
2016	93706	All Ages	460	Fresno
2016	93710	All Ages	178	Fresno
2016	93711	All Ages	133	Fresno
