Year	ZIP code	Age Group	Number of Visits	County
2013	92865	All Ages	60	Orange
2013	92866	All Ages	70	Orange
2013	92867	All Ages	94	Orange
2013	92868	All Ages	94	Orange
2013	92869	All Ages	82	Orange
2013	92870	All Ages	171	Orange
2013	92886	All Ages	133	Orange
2013	92887	All Ages	37	Orange
2013	92657	All Ages	12	Orange
2014	90620	All Ages	190	Orange
2014	90621	All Ages	182	Orange
2014	90623	All Ages	36	Orange
2014	90630	All Ages	118	Orange
2014	90631	All Ages	287	Orange
2014	90680	All Ages	154	Orange
2014	90720	All Ages	45	Orange
2014	90740	All Ages	50	Orange
2014	92602	All Ages	34	Orange
2014	92603	All Ages	26	Orange
2014	92604	All Ages	68	Orange
2014	92606	All Ages	29	Orange
2014	92610	All Ages	21	Orange
2014	92612	All Ages	62	Orange
2014	92614	All Ages	51	Orange
2014	92618	All Ages	54	Orange
2014	92620	All Ages	60	Orange
2014	92624	All Ages	13	Orange
2014	92625	All Ages	25	Orange
2014	92626	All Ages	138	Orange
2014	92627	All Ages	281	Orange
2014	92629	All Ages	65	Orange
2014	92630	All Ages	147	Orange
2014	92637	All Ages	63	Orange
2014	92646	All Ages	135	Orange
2014	92647	All Ages	214	Orange
2014	92648	All Ages	105	Orange
2014	92649	All Ages	70	Orange
2014	92651	All Ages	49	Orange
2014	92653	All Ages	56	Orange
2014	92655	All Ages	38	Orange
2014	92656	All Ages	73	Orange
2014	92660	All Ages	54	Orange
2014	92663	All Ages	50	Orange
2014	92672	All Ages	93	Orange
2014	92673	All Ages	50	Orange
2014	92675	All Ages	78	Orange
2014	92677	All Ages	146	Orange
2014	92679	All Ages	45	Orange
2014	92683	All Ages	316	Orange
2014	92688	All Ages	72	Orange
2014	92691	All Ages	100	Orange
2014	92692	All Ages	88	Orange
2014	92694	All Ages	32	Orange
2014	92701	All Ages	285	Orange
2014	92703	All Ages	322	Orange
2014	92704	All Ages	382	Orange
2014	92705	All Ages	120	Orange
2014	92706	All Ages	151	Orange
2014	92707	All Ages	275	Orange
2014	92708	All Ages	138	Orange
2014	92780	All Ages	172	Orange
2014	92782	All Ages	41	Orange
2014	92801	All Ages	330	Orange
2014	92802	All Ages	206	Orange
2014	92804	All Ages	392	Orange
2014	92805	All Ages	346	Orange
2014	92806	All Ages	205	Orange
2014	92807	All Ages	81	Orange
2014	92808	All Ages	35	Orange
2014	92821	All Ages	117	Orange
2014	92831	All Ages	150	Orange
2014	92832	All Ages	134	Orange
2014	92833	All Ages	178	Orange
2014	92835	All Ages	62	Orange
2014	92840	All Ages	228	Orange
2014	92841	All Ages	130	Orange
2014	92843	All Ages	204	Orange
2014	92844	All Ages	91	Orange
2014	92845	All Ages	30	Orange
2014	92865	All Ages	56	Orange
2014	92866	All Ages	70	Orange
2014	92867	All Ages	73	Orange
2014	92868	All Ages	84	Orange
2014	92869	All Ages	67	Orange
2014	92870	All Ages	208	Orange
2014	92886	All Ages	148	Orange
2014	92887	All Ages	41	Orange
2014	92617	All Ages	12	Orange
2015	90620	All Ages	207	Orange
2015	90621	All Ages	192	Orange
2015	90623	All Ages	39	Orange
2015	90630	All Ages	141	Orange
2015	90631	All Ages	305	Orange
2015	90680	All Ages	137	Orange
2015	90720	All Ages	48	Orange
2015	90740	All Ages	43	Orange
2015	92602	All Ages	43	Orange
2015	92603	All Ages	31	Orange
2015	92604	All Ages	64	Orange
2015	92606	All Ages	40	Orange
2015	92610	All Ages	16	Orange
2015	92612	All Ages	62	Orange
2015	92614	All Ages	51	Orange
2015	92618	All Ages	66	Orange
2015	92620	All Ages	77	Orange
2015	92624	All Ages	33	Orange
2015	92625	All Ages	19	Orange
2015	92626	All Ages	143	Orange
2015	92627	All Ages	240	Orange
2015	92629	All Ages	51	Orange
2015	92630	All Ages	121	Orange
2015	92637	All Ages	60	Orange
2015	92646	All Ages	145	Orange
2015	92647	All Ages	228	Orange
2015	92648	All Ages	110	Orange
2015	92649	All Ages	62	Orange
2015	92651	All Ages	45	Orange
2015	92653	All Ages	61	Orange
2015	92655	All Ages	58	Orange
2015	92656	All Ages	98	Orange
2015	92660	All Ages	44	Orange
2015	92663	All Ages	43	Orange
2015	92672	All Ages	95	Orange
2015	92673	All Ages	68	Orange
2015	92675	All Ages	66	Orange
2015	92677	All Ages	108	Orange
2015	92679	All Ages	35	Orange
2015	92683	All Ages	370	Orange
2015	92688	All Ages	62	Orange
2015	92691	All Ages	117	Orange
2015	92692	All Ages	85	Orange
2015	92694	All Ages	37	Orange
2015	92701	All Ages	300	Orange
2015	92703	All Ages	338	Orange
2015	92704	All Ages	379	Orange
2015	92705	All Ages	116	Orange
2015	92706	All Ages	172	Orange
2015	92707	All Ages	323	Orange
2015	92708	All Ages	158	Orange
2015	92780	All Ages	187	Orange
2015	92782	All Ages	54	Orange
2015	92801	All Ages	310	Orange
2015	92802	All Ages	205	Orange
2015	92804	All Ages	403	Orange
2015	92805	All Ages	375	Orange
2015	92806	All Ages	205	Orange
2015	92807	All Ages	76	Orange
2015	92808	All Ages	31	Orange
2015	92821	All Ages	113	Orange
2015	92831	All Ages	145	Orange
2015	92832	All Ages	152	Orange
2015	92833	All Ages	213	Orange
2015	92835	All Ages	76	Orange
2015	92840	All Ages	244	Orange
2015	92841	All Ages	127	Orange
2015	92843	All Ages	259	Orange
2015	92844	All Ages	96	Orange
2015	92845	All Ages	42	Orange
2015	92865	All Ages	62	Orange
2015	92866	All Ages	78	Orange
2015	92867	All Ages	110	Orange
2015	92868	All Ages	113	Orange
2015	92869	All Ages	102	Orange
2015	92870	All Ages	206	Orange
2015	92886	All Ages	109	Orange
2015	92887	All Ages	54	Orange
2015	92617	All Ages	14	Orange
2016	90620	All Ages	166	Orange
2016	90621	All Ages	122	Orange
2016	90623	All Ages	48	Orange
2016	90630	All Ages	106	Orange
2016	90631	All Ages	242	Orange
2016	90680	All Ages	128	Orange
2016	90720	All Ages	54	Orange
2016	90740	All Ages	42	Orange
2016	92602	All Ages	46	Orange
2016	92603	All Ages	17	Orange
2016	92604	All Ages	46	Orange
2016	92606	All Ages	45	Orange
2016	92610	All Ages	13	Orange
2016	92612	All Ages	51	Orange
2016	92614	All Ages	44	Orange
2016	92618	All Ages	71	Orange
2016	92620	All Ages	83	Orange
2016	92624	All Ages	14	Orange
2016	92625	All Ages	14	Orange
2016	92626	All Ages	109	Orange
2016	92627	All Ages	235	Orange
2016	92629	All Ages	36	Orange
2016	92630	All Ages	132	Orange
2016	92637	All Ages	22	Orange
2016	92646	All Ages	109	Orange
2016	92647	All Ages	215	Orange
2016	92648	All Ages	113	Orange
2016	92649	All Ages	57	Orange
2016	92651	All Ages	45	Orange
2016	92653	All Ages	57	Orange
2016	92655	All Ages	36	Orange
2016	92656	All Ages	69	Orange
2016	92660	All Ages	43	Orange
2016	92663	All Ages	35	Orange
2016	92672	All Ages	55	Orange
2016	92673	All Ages	32	Orange
2016	92675	All Ages	52	Orange
2016	92677	All Ages	97	Orange
2016	92679	All Ages	32	Orange
2016	92683	All Ages	263	Orange
2016	92688	All Ages	68	Orange
2016	92691	All Ages	74	Orange
2016	92692	All Ages	77	Orange
2016	92694	All Ages	31	Orange
2016	92701	All Ages	256	Orange
2016	92703	All Ages	318	Orange
2016	92704	All Ages	361	Orange
2016	92705	All Ages	122	Orange
2016	92706	All Ages	145	Orange
2016	92707	All Ages	278	Orange
2016	92708	All Ages	115	Orange
2016	92780	All Ages	204	Orange
2016	92782	All Ages	53	Orange
2016	92801	All Ages	299	Orange
2016	92802	All Ages	209	Orange
2016	92804	All Ages	400	Orange
2016	92805	All Ages	380	Orange
2016	92806	All Ages	183	Orange
2016	92807	All Ages	75	Orange
2016	92808	All Ages	24	Orange
2016	92821	All Ages	105	Orange
2016	92831	All Ages	114	Orange
2016	92832	All Ages	115	Orange
2016	92833	All Ages	162	Orange
2016	92835	All Ages	60	Orange
2016	92840	All Ages	189	Orange
2016	92841	All Ages	96	Orange
2016	92843	All Ages	203	Orange
2016	92844	All Ages	61	Orange
2016	92845	All Ages	21	Orange
2016	92865	All Ages	67	Orange
2016	92866	All Ages	62	Orange
2016	92867	All Ages	125	Orange
2016	92868	All Ages	97	Orange
2016	92869	All Ages	81	Orange
2016	92870	All Ages	173	Orange
2016	92886	All Ages	85	Orange
2016	92887	All Ages	34	Orange
2016	92657	All Ages	12	Orange
2012	95602	All Ages	60	Placer
2012	95603	All Ages	89	Placer
2012	95648	All Ages	140	Placer
2012	95650	All Ages	23	Placer
2012	95661	All Ages	105	Placer
2012	95677	All Ages	102	Placer
2012	95678	All Ages	168	Placer
2012	95713	All Ages	21	Placer
2012	95746	All Ages	27	Placer
2012	95747	All Ages	163	Placer
2012	95765	All Ages	91	Placer
2012	95631	All Ages	15	Placer
2012	95658	All Ages	13	Placer
2012	95703	All Ages	13	Placer
2012	95722	All Ages	16	Placer
2013	95602	All Ages	57	Placer
2013	95603	All Ages	90	Placer
2013	95648	All Ages	164	Placer
2013	95650	All Ages	29	Placer
2013	95661	All Ages	144	Placer
2013	95677	All Ages	109	Placer
2013	95678	All Ages	177	Placer
2013	95713	All Ages	27	Placer
2013	95746	All Ages	31	Placer
2013	95747	All Ages	165	Placer
2013	95765	All Ages	73	Placer
2013	95631	All Ages	14	Placer
2013	95658	All Ages	20	Placer
2014	95602	All Ages	67	Placer
2014	95603	All Ages	75	Placer
2014	95648	All Ages	144	Placer
2014	95650	All Ages	29	Placer
2014	95661	All Ages	110	Placer
2014	95677	All Ages	103	Placer
2014	95678	All Ages	171	Placer
2014	95713	All Ages	21	Placer
2014	95746	All Ages	45	Placer
2014	95747	All Ages	154	Placer
2014	95765	All Ages	63	Placer
2014	95631	All Ages	17	Placer
2014	95658	All Ages	13	Placer
2015	95602	All Ages	94	Placer
2015	95603	All Ages	89	Placer
2015	95648	All Ages	126	Placer
2015	95650	All Ages	32	Placer
2015	95661	All Ages	116	Placer
2015	95677	All Ages	87	Placer
2015	95678	All Ages	131	Placer
2015	95713	All Ages	41	Placer
2015	95746	All Ages	48	Placer
2015	95747	All Ages	187	Placer
2015	95765	All Ages	84	Placer
2015	95658	All Ages	13	Placer
2016	95602	All Ages	99	Placer
2016	95603	All Ages	83	Placer
2016	95648	All Ages	124	Placer
2016	95650	All Ages	13	Placer
2016	95661	All Ages	89	Placer
2016	95677	All Ages	82	Placer
2016	95678	All Ages	144	Placer
2016	95713	All Ages	20	Placer
2016	95746	All Ages	38	Placer
2016	95747	All Ages	134	Placer
2016	95765	All Ages	72	Placer
2016	95631	All Ages	16	Placer
2012	95971	All Ages	24	Plumas
2012	96122	All Ages	29	Plumas
2012	96020	All Ages	14	Plumas
2013	95971	All Ages	29	Plumas
2013	96122	All Ages	33	Plumas
2013	96020	All Ages	12	Plumas
2014	95971	All Ages	21	Plumas
2014	96122	All Ages	26	Plumas
2015	95971	All Ages	28	Plumas
2015	96122	All Ages	36	Plumas
2015	96020	All Ages	20	Plumas
2016	95971	All Ages	30	Plumas
2016	96122	All Ages	39	Plumas
2012	91752	All Ages	130	Riverside
2012	92201	All Ages	313	Riverside
2012	92203	All Ages	65	Riverside
2012	92211	All Ages	46	Riverside
2012	92220	All Ages	262	Riverside
2012	92223	All Ages	258	Riverside
2012	92225	All Ages	170	Riverside
2012	92230	All Ages	50	Riverside
2012	92234	All Ages	210	Riverside
2012	92236	All Ages	179	Riverside
2012	92240	All Ages	210	Riverside
2012	92241	All Ages	19	Riverside
2012	92253	All Ages	101	Riverside
2012	92254	All Ages	24	Riverside
2012	92260	All Ages	88	Riverside
2012	92262	All Ages	112	Riverside
2012	92264	All Ages	70	Riverside
2012	92270	All Ages	39	Riverside
2012	92274	All Ages	85	Riverside
2012	92276	All Ages	29	Riverside
2012	92320	All Ages	25	Riverside
2012	92501	All Ages	216	Riverside
2012	92503	All Ages	436	Riverside
2012	92504	All Ages	319	Riverside
2012	92505	All Ages	254	Riverside
2012	92506	All Ages	179	Riverside
2012	92507	All Ages	294	Riverside
2012	92508	All Ages	94	Riverside
2012	92509	All Ages	390	Riverside
2012	92530	All Ages	217	Riverside
2012	92532	All Ages	62	Riverside
2012	92539	All Ages	14	Riverside
2012	92543	All Ages	292	Riverside
2012	92544	All Ages	219	Riverside
2012	92545	All Ages	180	Riverside
2012	92548	All Ages	53	Riverside
2012	92551	All Ages	211	Riverside
2012	92553	All Ages	537	Riverside
2012	92555	All Ages	198	Riverside
2012	92557	All Ages	264	Riverside
2012	92562	All Ages	180	Riverside
2012	92563	All Ages	175	Riverside
2012	92567	All Ages	35	Riverside
2012	92570	All Ages	279	Riverside
2012	92571	All Ages	262	Riverside
2012	92582	All Ages	95	Riverside
2012	92583	All Ages	209	Riverside
2012	92584	All Ages	125	Riverside
2012	92585	All Ages	79	Riverside
2012	92586	All Ages	64	Riverside
2012	92587	All Ages	44	Riverside
2012	92591	All Ages	90	Riverside
2012	92592	All Ages	168	Riverside
2012	92595	All Ages	109	Riverside
2012	92596	All Ages	58	Riverside
2012	92860	All Ages	81	Riverside
2012	92879	All Ages	171	Riverside
2012	92880	All Ages	195	Riverside
2012	92881	All Ages	74	Riverside
2012	92882	All Ages	205	Riverside
2012	92883	All Ages	76	Riverside
2012	92282	All Ages	13	Riverside
2012	92536	All Ages	16	Riverside
2012	92590	All Ages	16	Riverside
2013	91752	All Ages	129	Riverside
2013	92201	All Ages	353	Riverside
2013	92203	All Ages	73	Riverside
2013	92211	All Ages	61	Riverside
2013	92220	All Ages	217	Riverside
2013	92223	All Ages	242	Riverside
2013	92225	All Ages	176	Riverside
2013	92230	All Ages	37	Riverside
2013	92234	All Ages	163	Riverside
2013	92236	All Ages	224	Riverside
2013	92240	All Ages	207	Riverside
2013	92241	All Ages	28	Riverside
2013	92253	All Ages	77	Riverside
2013	92254	All Ages	56	Riverside
2013	92260	All Ages	78	Riverside
2013	92262	All Ages	119	Riverside
2013	92264	All Ages	61	Riverside
2013	92270	All Ages	32	Riverside
2013	92274	All Ages	87	Riverside
2013	92276	All Ages	25	Riverside
2013	92320	All Ages	37	Riverside
2013	92501	All Ages	181	Riverside
2013	92503	All Ages	425	Riverside
2013	92504	All Ages	298	Riverside
2013	92505	All Ages	230	Riverside
2013	92506	All Ages	147	Riverside
2013	92507	All Ages	296	Riverside
2013	92508	All Ages	82	Riverside
2013	92509	All Ages	338	Riverside
2013	92530	All Ages	186	Riverside
2013	92532	All Ages	61	Riverside
2013	92539	All Ages	19	Riverside
2013	92543	All Ages	239	Riverside
2013	92544	All Ages	236	Riverside
2013	92545	All Ages	181	Riverside
2013	92548	All Ages	40	Riverside
2013	92551	All Ages	184	Riverside
2013	92553	All Ages	479	Riverside
2013	92555	All Ages	181	Riverside
2013	92557	All Ages	211	Riverside
2013	92562	All Ages	161	Riverside
2013	92563	All Ages	151	Riverside
2013	92567	All Ages	26	Riverside
2013	92570	All Ages	269	Riverside
2013	92571	All Ages	246	Riverside
2013	92582	All Ages	69	Riverside
2013	92583	All Ages	172	Riverside
2013	92584	All Ages	146	Riverside
2013	92585	All Ages	65	Riverside
2013	92586	All Ages	86	Riverside
2013	92587	All Ages	63	Riverside
2013	92591	All Ages	106	Riverside
2013	92592	All Ages	178	Riverside
2013	92595	All Ages	96	Riverside
2013	92596	All Ages	51	Riverside
2013	92860	All Ages	76	Riverside
2013	92879	All Ages	191	Riverside
2013	92880	All Ages	185	Riverside
2013	92881	All Ages	83	Riverside
2013	92882	All Ages	222	Riverside
2013	92883	All Ages	70	Riverside
2014	91752	All Ages	144	Riverside
2014	92201	All Ages	336	Riverside
2014	92203	All Ages	70	Riverside
2014	92211	All Ages	40	Riverside
2014	92220	All Ages	220	Riverside
2014	92223	All Ages	223	Riverside
2014	92225	All Ages	122	Riverside
2014	92230	All Ages	43	Riverside
2014	92234	All Ages	166	Riverside
2014	92236	All Ages	226	Riverside
2014	92240	All Ages	207	Riverside
2014	92241	All Ages	26	Riverside
2014	92253	All Ages	106	Riverside
2014	92254	All Ages	39	Riverside
2014	92260	All Ages	58	Riverside
2014	92262	All Ages	111	Riverside
2014	92264	All Ages	52	Riverside
2014	92270	All Ages	28	Riverside
2014	92274	All Ages	85	Riverside
2014	92276	All Ages	26	Riverside
2014	92320	All Ages	36	Riverside
2014	92501	All Ages	194	Riverside
2014	92503	All Ages	411	Riverside
2014	92504	All Ages	309	Riverside
2014	92505	All Ages	245	Riverside
2014	92506	All Ages	142	Riverside
2014	92507	All Ages	335	Riverside
2014	92508	All Ages	80	Riverside
2014	92509	All Ages	388	Riverside
2014	92530	All Ages	232	Riverside
2014	92532	All Ages	76	Riverside
2014	92539	All Ages	13	Riverside
2014	92543	All Ages	272	Riverside
2014	92544	All Ages	246	Riverside
2014	92545	All Ages	185	Riverside
2014	92548	All Ages	36	Riverside
2014	92551	All Ages	183	Riverside
2014	92553	All Ages	541	Riverside
2014	92555	All Ages	211	Riverside
2014	92557	All Ages	209	Riverside
2014	92562	All Ages	150	Riverside
2014	92563	All Ages	162	Riverside
2014	92567	All Ages	21	Riverside
2014	92570	All Ages	285	Riverside
2014	92571	All Ages	254	Riverside
2014	92582	All Ages	83	Riverside
2014	92583	All Ages	200	Riverside
2014	92584	All Ages	147	Riverside
2014	92585	All Ages	69	Riverside
2014	92586	All Ages	74	Riverside
2014	92587	All Ages	61	Riverside
2014	92591	All Ages	132	Riverside
2014	92592	All Ages	152	Riverside
2014	92595	All Ages	105	Riverside
2014	92596	All Ages	50	Riverside
2014	92860	All Ages	91	Riverside
2014	92879	All Ages	189	Riverside
2014	92880	All Ages	203	Riverside
2014	92881	All Ages	58	Riverside
2014	92882	All Ages	223	Riverside
2014	92883	All Ages	73	Riverside
2014	92536	All Ages	16	Riverside
2015	91752	All Ages	136	Riverside
2015	92201	All Ages	344	Riverside
2015	92203	All Ages	81	Riverside
2015	92211	All Ages	46	Riverside
2015	92220	All Ages	200	Riverside
2015	92223	All Ages	233	Riverside
2015	92225	All Ages	146	Riverside
2015	92230	All Ages	17	Riverside
2015	92234	All Ages	187	Riverside
2015	92236	All Ages	268	Riverside
2015	92240	All Ages	235	Riverside
2015	92241	All Ages	25	Riverside
2015	92253	All Ages	104	Riverside
2015	92254	All Ages	42	Riverside
2015	92260	All Ages	51	Riverside
2015	92262	All Ages	119	Riverside
2015	92264	All Ages	45	Riverside
2015	92270	All Ages	30	Riverside
2015	92274	All Ages	68	Riverside
2015	92276	All Ages	18	Riverside
2015	92320	All Ages	28	Riverside
2015	92501	All Ages	188	Riverside
2015	92503	All Ages	447	Riverside
2015	92504	All Ages	311	Riverside
2015	92505	All Ages	271	Riverside
2015	92506	All Ages	145	Riverside
2015	92507	All Ages	342	Riverside
2015	92508	All Ages	75	Riverside
2015	92509	All Ages	416	Riverside
2015	92530	All Ages	283	Riverside
2015	92532	All Ages	99	Riverside
2015	92539	All Ages	14	Riverside
2015	92543	All Ages	309	Riverside
2015	92544	All Ages	246	Riverside
2015	92545	All Ages	209	Riverside
2015	92548	All Ages	46	Riverside
2015	92551	All Ages	196	Riverside
2015	92553	All Ages	490	Riverside
2015	92555	All Ages	194	Riverside
2015	92557	All Ages	229	Riverside
2015	92562	All Ages	196	Riverside
2015	92563	All Ages	200	Riverside
2015	92567	All Ages	31	Riverside
2015	92570	All Ages	269	Riverside
2015	92571	All Ages	252	Riverside
2015	92582	All Ages	95	Riverside
2015	92583	All Ages	206	Riverside
2015	92584	All Ages	178	Riverside
2015	92585	All Ages	72	Riverside
2015	92586	All Ages	90	Riverside
2015	92587	All Ages	54	Riverside
2015	92591	All Ages	137	Riverside
2015	92592	All Ages	196	Riverside
2015	92595	All Ages	114	Riverside
2015	92596	All Ages	92	Riverside
2015	92860	All Ages	62	Riverside
2015	92879	All Ages	201	Riverside
2015	92880	All Ages	207	Riverside
2015	92881	All Ages	71	Riverside
2015	92882	All Ages	220	Riverside
2015	92883	All Ages	71	Riverside
2016	91752	All Ages	105	Riverside
2016	92201	All Ages	278	Riverside
2016	92203	All Ages	57	Riverside
2016	92211	All Ages	45	Riverside
2016	92220	All Ages	261	Riverside
2016	92223	All Ages	267	Riverside
2016	92225	All Ages	154	Riverside
2016	92230	All Ages	37	Riverside
2016	92234	All Ages	168	Riverside
2016	92236	All Ages	182	Riverside
2016	92240	All Ages	199	Riverside
2016	92241	All Ages	23	Riverside
2016	92253	All Ages	99	Riverside
2016	92254	All Ages	31	Riverside
2016	92260	All Ages	49	Riverside
2016	92262	All Ages	112	Riverside
2016	92264	All Ages	36	Riverside
2016	92270	All Ages	50	Riverside
2016	92274	All Ages	48	Riverside
2016	92276	All Ages	25	Riverside
2016	92320	All Ages	31	Riverside
2016	92501	All Ages	185	Riverside
2016	92503	All Ages	414	Riverside
2016	92504	All Ages	267	Riverside
2016	92505	All Ages	231	Riverside
2016	92506	All Ages	168	Riverside
2016	92507	All Ages	298	Riverside
2016	92508	All Ages	81	Riverside
2016	92509	All Ages	366	Riverside
2016	92530	All Ages	253	Riverside
2016	92532	All Ages	67	Riverside
2016	92539	All Ages	12	Riverside
2016	92543	All Ages	255	Riverside
2016	92544	All Ages	243	Riverside
2016	92545	All Ages	199	Riverside
2016	92548	All Ages	32	Riverside
2016	92551	All Ages	220	Riverside
2016	92553	All Ages	449	Riverside
2016	92555	All Ages	202	Riverside
2016	92557	All Ages	232	Riverside
2016	92562	All Ages	191	Riverside
2016	92563	All Ages	209	Riverside
2016	92567	All Ages	25	Riverside
2016	92570	All Ages	285	Riverside
2016	92571	All Ages	290	Riverside
2016	92582	All Ages	80	Riverside
2016	92583	All Ages	184	Riverside
2016	92584	All Ages	142	Riverside
2016	92585	All Ages	77	Riverside
2016	92586	All Ages	78	Riverside
2016	92587	All Ages	64	Riverside
2016	92591	All Ages	131	Riverside
2016	92592	All Ages	215	Riverside
2016	92595	All Ages	121	Riverside
2016	92596	All Ages	105	Riverside
2016	92860	All Ages	56	Riverside
2016	92879	All Ages	163	Riverside
2016	92880	All Ages	204	Riverside
2016	92881	All Ages	62	Riverside
2016	92882	All Ages	223	Riverside
2016	92883	All Ages	64	Riverside
2016	92536	All Ages	13	Riverside
2016	92590	All Ages	16	Riverside
2012	95608	All Ages	506	Sacramento
2012	95610	All Ages	184	Sacramento
2012	95621	All Ages	250	Sacramento
2012	95624	All Ages	229	Sacramento
2012	95626	All Ages	28	Sacramento
2012	95628	All Ages	153	Sacramento
2012	95630	All Ages	163	Sacramento
2012	95632	All Ages	103	Sacramento
2012	95655	All Ages	12	Sacramento
2012	95660	All Ages	310	Sacramento
2012	95662	All Ages	107	Sacramento
2012	95670	All Ages	285	Sacramento
2012	95673	All Ages	92	Sacramento
2012	95683	All Ages	14	Sacramento
2012	95693	All Ages	19	Sacramento
2012	95742	All Ages	28	Sacramento
2012	95757	All Ages	181	Sacramento
2012	95758	All Ages	301	Sacramento
2012	95811	All Ages	39	Sacramento
2012	95814	All Ages	95	Sacramento
2012	95815	All Ages	330	Sacramento
2012	95816	All Ages	62	Sacramento
2012	95817	All Ages	150	Sacramento
2012	95818	All Ages	123	Sacramento
2012	95819	All Ages	42	Sacramento
2012	95820	All Ages	330	Sacramento
2012	95821	All Ages	363	Sacramento
2012	95822	All Ages	367	Sacramento
2012	95823	All Ages	893	Sacramento
2012	95824	All Ages	326	Sacramento
2012	95825	All Ages	310	Sacramento
2012	95826	All Ages	212	Sacramento
2012	95827	All Ages	128	Sacramento
2012	95828	All Ages	434	Sacramento
2012	95829	All Ages	130	Sacramento
2012	95831	All Ages	186	Sacramento
2012	95832	All Ages	139	Sacramento
2012	95833	All Ages	246	Sacramento
2012	95834	All Ages	168	Sacramento
2012	95835	All Ages	155	Sacramento
2012	95838	All Ages	351	Sacramento
2012	95841	All Ages	186	Sacramento
2012	95842	All Ages	266	Sacramento
2012	95843	All Ages	233	Sacramento
2012	95864	All Ages	77	Sacramento
2013	95608	All Ages	452	Sacramento
2013	95610	All Ages	209	Sacramento
2013	95621	All Ages	195	Sacramento
2013	95624	All Ages	268	Sacramento
2013	95626	All Ages	29	Sacramento
2013	95628	All Ages	115	Sacramento
2013	95630	All Ages	131	Sacramento
2013	95632	All Ages	107	Sacramento
2013	95655	All Ages	17	Sacramento
2013	95660	All Ages	319	Sacramento
2013	95662	All Ages	121	Sacramento
2013	95670	All Ages	268	Sacramento
2013	95673	All Ages	89	Sacramento
2013	95693	All Ages	15	Sacramento
2013	95742	All Ages	21	Sacramento
2013	95757	All Ages	193	Sacramento
2013	95758	All Ages	278	Sacramento
2013	95811	All Ages	52	Sacramento
2013	95814	All Ages	74	Sacramento
2013	95815	All Ages	331	Sacramento
2013	95816	All Ages	71	Sacramento
2013	95817	All Ages	135	Sacramento
2013	95818	All Ages	115	Sacramento
2013	95819	All Ages	47	Sacramento
2013	95820	All Ages	354	Sacramento
2013	95821	All Ages	334	Sacramento
2013	95822	All Ages	378	Sacramento
2013	95823	All Ages	923	Sacramento
2013	95824	All Ages	369	Sacramento
2013	95825	All Ages	350	Sacramento
2013	95826	All Ages	183	Sacramento
2013	95827	All Ages	110	Sacramento
2013	95828	All Ages	508	Sacramento
2013	95829	All Ages	113	Sacramento
2013	95831	All Ages	148	Sacramento
2013	95832	All Ages	139	Sacramento
2013	95833	All Ages	268	Sacramento
2013	95834	All Ages	181	Sacramento
2013	95835	All Ages	166	Sacramento
2013	95838	All Ages	394	Sacramento
2013	95841	All Ages	186	Sacramento
2013	95842	All Ages	310	Sacramento
2013	95843	All Ages	254	Sacramento
2013	95864	All Ages	91	Sacramento
2014	95608	All Ages	492	Sacramento
2014	95610	All Ages	213	Sacramento
2014	95621	All Ages	242	Sacramento
2014	95624	All Ages	282	Sacramento
2014	95626	All Ages	27	Sacramento
2014	95628	All Ages	143	Sacramento
2014	95630	All Ages	134	Sacramento
2014	95632	All Ages	108	Sacramento
2014	95655	All Ages	23	Sacramento
2014	95660	All Ages	349	Sacramento
2014	95662	All Ages	178	Sacramento
2014	95670	All Ages	314	Sacramento
2014	95673	All Ages	93	Sacramento
2014	95683	All Ages	22	Sacramento
2014	95693	All Ages	12	Sacramento
2014	95742	All Ages	25	Sacramento
2014	95757	All Ages	221	Sacramento
2014	95758	All Ages	237	Sacramento
2014	95811	All Ages	64	Sacramento
2014	95814	All Ages	67	Sacramento
2014	95815	All Ages	331	Sacramento
2014	95816	All Ages	59	Sacramento
2014	95817	All Ages	150	Sacramento
2014	95818	All Ages	116	Sacramento
2014	95819	All Ages	27	Sacramento
2014	95820	All Ages	326	Sacramento
2014	95821	All Ages	359	Sacramento
2014	95822	All Ages	407	Sacramento
2014	95823	All Ages	994	Sacramento
2014	95824	All Ages	334	Sacramento
2014	95825	All Ages	327	Sacramento
2014	95826	All Ages	260	Sacramento
2014	95827	All Ages	89	Sacramento
2014	95828	All Ages	477	Sacramento
2014	95829	All Ages	121	Sacramento
2014	95831	All Ages	157	Sacramento
2014	95832	All Ages	139	Sacramento
2014	95833	All Ages	308	Sacramento
2014	95834	All Ages	194	Sacramento
2014	95835	All Ages	172	Sacramento
2014	95838	All Ages	456	Sacramento
2014	95841	All Ages	190	Sacramento
2014	95842	All Ages	275	Sacramento
2014	95843	All Ages	225	Sacramento
2014	95864	All Ages	84	Sacramento
2015	95608	All Ages	467	Sacramento
2015	95610	All Ages	262	Sacramento
2015	95621	All Ages	207	Sacramento
2015	95624	All Ages	250	Sacramento
2015	95626	All Ages	39	Sacramento
2015	95628	All Ages	128	Sacramento
2015	95630	All Ages	161	Sacramento
2015	95632	All Ages	125	Sacramento
2015	95655	All Ages	21	Sacramento
2015	95660	All Ages	400	Sacramento
2015	95662	All Ages	164	Sacramento
2015	95670	All Ages	306	Sacramento
2015	95673	All Ages	88	Sacramento
2015	95683	All Ages	24	Sacramento
2015	95693	All Ages	14	Sacramento
2015	95742	All Ages	44	Sacramento
